SquareFeet,Bedrooms,Bathrooms,GarageSpaces,YearBuilt,LotSize,Neighborhood,IsRenovated,HasPool,HouseCondition,Price
4151,5,3,1,1972,8022.549344557565,Jordanburgh,0,1,7,8978933.223527959
2700,4,1,2,1957,3580.2605291880373,East Julia,0,0,8,4314526.625978354
1412,4,1,1,1987,5610.361660813825,Johnsborough,0,0,5,6011938.64004601
2275,3,1,0,1959,7801.9889989405665,West Christineton,1,0,5,8497904.520597544
4083,1,2,2,1979,3438.574624926763,North Renee,1,0,5,4408858.924447618
1400,5,3,0,1956,4257.652063352955,Port Kimberly,1,1,4,4770513.889551464
2839,5,1,0,1951,1538.7713246111005,Janetmouth,1,1,6,2270377.772930317
1723,4,3,0,1971,2174.397354669701,Williamsmouth,1,1,10,2611228.927853191
3329,3,2,0,1954,6491.983175824129,Williamfort,0,0,7,7278865.046401362
2135,2,3,0,2016,5470.760910767202,Theresaborough,0,1,3,6007155.875075757
3770,4,3,2,2018,2517.315922295976,Kelseymouth,0,0,2,3520128.0799828223
4449,4,3,2,2005,1065.530823834956,South Edwinshire,0,1,3,2058508.467687955
1750,5,3,0,1969,2521.298258397744,Westton,0,0,7,3107021.0890109167
1267,5,3,1,2019,7746.75959190129,Port Johnville,1,0,2,8165158.14564496
4988,4,2,1,2017,1843.1407719075798,Port Jenny,1,1,2,2998754.2031122134
3345,5,1,0,2006,4622.044315678318,West Matthewmouth,0,1,6,5355301.4781658705
2340,3,3,2,1970,3149.1012612428317,Nelsonside,1,0,9,3741003.0504403855
1569,2,2,1,1966,5944.569919879486,Jacksonland,1,1,3,6417761.901217454
3556,2,2,2,1976,5603.971013338278,Carolinefurt,1,1,4,6460681.8635792695
2973,2,1,2,1988,9846.581847536214,Lake Elizabethchester,1,1,5,10569631.626311831
1545,4,2,1,2016,7955.92067022455,Simonside,0,1,9,8360635.005588106
3822,4,1,1,2019,9444.96608608591,West Lisahaven,1,1,7,10402397.10958364
1364,4,3,2,2018,6201.624431161435,North Gerald,1,0,1,6611138.008851977
1546,3,2,1,1962,7640.032283095428,Lisaview,1,1,5,8130643.828547934
1270,2,2,0,1999,9055.689167668415,Port Tracy,1,1,5,9397121.347981092
4545,5,2,1,1959,1369.639005550441,North Richardport,0,0,8,2530321.681189324
1738,5,3,2,2005,9239.051594589746,New Ralph,0,0,5,9778793.19782937
3584,1,1,2,1993,2905.9327331754303,New Brittney,0,1,6,3717378.78120011
2257,1,1,2,1977,7345.144946436802,West Carol,0,1,3,7996099.739418023
1058,5,2,2,1986,7960.068058705369,Mooreport,1,0,4,8303351.4682107065
2274,2,2,2,1985,1983.9340023490504,Lake Patriciaside,1,1,2,2643647.65260962
2870,4,3,2,2005,9577.899177097428,North Brad,1,0,6,10322825.71008742
1085,5,3,0,2006,9339.032497196778,West Logan,0,0,9,9755100.432645328
1762,5,1,2,1985,6890.975023508536,Changburgh,1,1,7,7388084.391641925
1389,1,2,2,1950,2397.9622877283646,East Luis,1,0,7,2762684.559549512
2203,2,2,0,1992,6094.4550450042225,Port George,1,1,5,6655107.669902678
1718,5,2,2,1958,4097.303584617149,Lake Mariefort,0,1,10,4617838.996871222
3903,4,2,2,2016,9376.879022283725,West Dylanmouth,1,0,7,10314733.547230855
1148,4,3,0,1981,4659.901691646999,West Chadville,0,0,1,5068477.691999852
1582,3,3,1,2019,7243.744178254061,West Joshua,1,0,10,7648157.275718213
1120,4,1,1,2007,6733.135925269346,Oliverview,1,0,2,7072732.090251088
3812,5,2,2,2001,3439.137473387884,Ericfort,0,0,7,4381221.727169348
3652,5,3,1,2019,5819.471576521561,Collinstown,1,1,7,6784441.218414977
3303,4,2,1,1977,4689.821463489388,Johnsonport,1,0,2,5556736.088527107
1765,1,1,0,2014,4371.649969735791,Michaelshire,0,0,3,4756458.133694531
3911,2,2,1,1989,8776.049111827751,Richardsonfurt,0,1,3,9738336.195563613
1799,5,3,2,1969,2257.825194020175,New Kristen,1,0,10,2816664.20548297
4380,4,3,0,1959,4693.54553108192,Port Nicholas,1,0,3,5840755.921265351
3106,4,1,1,2011,1060.7720794636127,East Marissa,0,1,7,1815083.9892103078
2021,5,1,2,1986,3357.012913989932,Lake Paulborough,0,1,5,3921847.5399063025
4140,3,2,0,2009,6595.721055546441,Heathertown,1,1,10,7602039.156658214
2469,2,2,2,2016,1787.7004580636224,New Brian,1,0,1,2395116.2481114697
3435,5,3,1,2001,3440.63073602591,Port Johnberg,1,1,4,4271799.725643512
2109,4,3,2,1984,8922.05938855617,Shaneland,0,0,9,9420916.175290523
3833,3,3,1,2011,7226.518131926036,Moniquemouth,0,0,9,8097457.825994128
2250,5,1,1,1961,1632.5987743755966,Kennethview,0,0,8,2261124.7654065886
3640,2,1,1,1978,9931.418304893885,Port Natasha,1,0,7,10868289.079731882
2649,3,1,1,1979,9506.274338729736,Lake Tiffany,1,1,7,10219332.600323038
4255,4,2,1,1971,2275.2087521942144,New Mackenzieton,0,0,6,3259989.107325595
2815,1,1,0,2002,9296.81596787356,West Joshuatown,0,0,8,10020876.115221005
2345,2,2,1,1971,5949.493783504599,Lake Jamieport,0,0,3,6561202.75642762
3956,3,2,0,2009,9364.429315740852,Lake Michelle,1,0,10,10171145.652407987
2341,5,2,2,1998,9712.456923879916,Thorntonborough,0,0,7,10436290.194730544
3613,5,1,2,1998,7242.07212088357,Lake Dwayneshire,0,1,10,8184659.53457255
3446,3,3,0,1956,3621.6796392574192,Darrellshire,1,1,3,4513485.454369012
2732,5,1,0,1995,9321.91726705726,Sherrymouth,0,1,10,9963213.31794957
1898,3,1,2,1960,6161.3059518621585,North Amandaborough,0,1,1,6705788.572805926
4364,2,1,0,1965,4073.8733956459128,Meyershire,0,1,10,5093182.336667685
3340,5,2,0,2003,5140.341519558255,Kimberlyside,0,1,10,5978154.097057473
1484,2,3,1,2006,4655.818175274364,Hallfurt,0,0,5,4993703.37676249
4970,4,1,2,1985,9417.610114999283,East Michellefurt,0,0,6,10539179.483639026
4518,4,1,0,2000,8378.497493576906,West Andreaview,0,1,8,9461203.892026138
1802,4,2,0,1971,1282.3735761703554,Careymouth,0,0,9,1790942.2330049037
2715,4,1,0,1986,1088.7009529271797,North Nicole,0,0,7,1751283.8410239203
2915,5,1,1,1952,1624.3719284077742,South Adambury,1,0,2,2390249.7067170115
4483,3,2,2,1984,6493.481921033451,Thomasberg,1,0,10,7503662.101101929
4579,5,1,2,1987,8330.317894621005,West Donaldhaven,0,0,6,9399118.91428129
2757,5,3,0,2004,5634.536457263363,Skinnerview,1,0,2,6286888.350696716
2809,2,2,0,1990,5812.490938160292,Weststad,1,1,1,6556571.202139232
3937,3,3,1,1987,3163.8024155318744,West Brianside,1,1,9,4133205.063276944
3291,1,1,0,1983,5133.63057841523,Richton,0,0,4,5915792.3399895
2443,1,2,0,1960,3311.614505173178,Port Hannah,1,1,2,3895865.497318357
2952,3,2,1,1963,3466.1158855763274,Houstonmouth,1,1,4,4218761.90380262
4007,1,1,0,1970,4520.439107602507,Robertsonmouth,0,0,7,5429200.471669665
4225,3,3,2,1977,1427.9051773587291,Juanburgh,1,1,6,2461048.3763805153
3863,2,1,2,2009,9594.625245312054,Shanefort,0,0,4,10499109.838203417
4495,2,2,2,1983,9228.363648524533,Lake Kerri,0,0,5,10279908.551078789
3320,5,2,1,2014,8166.387162222381,Bradleyfurt,1,1,9,8985139.433107242
2670,1,2,1,1953,6116.599881936854,East Nicholasfurt,1,1,5,6848783.515855306
2848,3,1,2,2005,8317.229395150065,North Anthony,1,0,10,9125269.625349944
1519,2,1,2,2019,9767.239163499653,Mcbrideville,1,0,8,10262290.540129352
2151,5,1,1,1959,3552.2552020520325,Welchtown,0,0,5,4179357.4183120867
2396,1,3,0,1984,4278.476281944944,Lake Victoria,1,0,3,4779295.889074815
3615,1,3,0,1959,7561.412779371826,Johnburgh,0,0,9,8335898.113839776
3685,1,3,1,2012,6785.788772923213,Zacharyville,1,1,4,7705966.08161397
3206,2,2,2,1974,8423.369568353344,North Kevinbury,0,0,9,9168731.727492357
4642,2,3,1,1981,4122.824533166745,Lyonsfort,0,1,1,5243986.522444576
4641,1,2,2,2005,3794.9734207404986,Brocktown,1,1,9,4827756.569374552
1651,2,3,1,1975,6268.754039439789,North Jennifer,0,0,1,6737297.765817337
3223,1,3,1,2017,2312.720363007433,South Johnborough,1,0,8,3168076.753607859
2950,4,2,1,1976,1356.173847630065,East Brianborough,0,1,2,2050997.6540333973
3667,2,1,1,1960,3197.2216329890157,New Courtney,0,1,4,4121945.8631040007
1210,3,3,1,2002,2424.920379361877,Stephanieside,1,1,6,2856394.354297831
3494,2,2,1,1981,1060.0769773250977,Lake Victoriachester,1,0,3,1969641.433539645
1585,1,1,2,2008,8002.079032906665,Sherriside,1,1,10,8610312.628574267
1166,3,1,2,1979,5888.903649074025,Lindamouth,1,1,6,6408794.438678687
3507,5,1,0,1958,7020.577566296364,Brownborough,0,1,9,7976466.433556609
3963,3,2,1,1960,2467.4551183340523,Patriciamouth,1,1,4,3516895.3642428406
4428,3,3,0,1966,3310.227642310785,Port Keith,1,0,3,4443993.9091820335
4375,2,3,0,1960,1541.0113248102846,East Vincentburgh,1,0,1,2632096.9912830614
2256,3,3,1,2006,9977.26411477185,South Hannahville,1,1,3,10557298.13126627
4398,3,1,1,1999,1927.783292986906,Brownton,0,1,7,2992837.593118559
4955,1,3,0,2002,1813.28507491068,East Julie,1,0,4,2973326.7128667277
2205,2,2,0,2015,6527.516206713987,Powellshire,1,0,10,7128355.869544573
4705,1,3,1,1992,3986.9452539945537,Norrishaven,1,0,9,5071342.241094805
4405,2,3,1,1988,8988.213444305877,East Seanbury,0,1,7,9974284.850573981
2738,5,3,1,1991,8483.666614416901,Danielleton,1,1,3,9197318.654987235
2052,3,3,2,1983,8813.373730318819,Dalestad,1,1,9,9421084.49781691
1713,2,2,0,1974,7616.172722197004,Davidmouth,1,1,7,8108823.677086613
4164,3,3,0,1958,2186.107521998017,Sharontown,1,0,4,3219961.2016463242
3888,3,1,0,1961,1572.5055215226428,East Josephview,0,1,5,2559094.849353211
3915,4,3,2,1959,1581.6660514019693,Pamelaberg,1,1,4,2537027.9123746213
1687,1,1,0,1983,8216.016400510567,Zamoraburgh,0,0,8,8643644.257501552
1329,2,1,1,1975,6914.058185895342,West Brandon,0,0,3,7205222.495243173
2746,5,1,2,1984,9828.859283995145,West Jessica,0,0,8,10564268.924632242
2207,4,2,0,2005,6791.57438358014,Hernandezchester,1,0,2,7409670.590414099
3142,1,1,2,2005,3243.3707873814064,South Markland,1,0,4,4144689.706291855
1784,5,1,2,1997,1805.6286124342369,East Kevin,0,0,5,2319080.875255807
3696,5,3,1,1972,4290.396427002394,Davisfort,0,1,4,5202298.317098242
4820,3,2,2,2014,2797.2665877663094,Port Katrina,0,1,2,3941768.246876006
3400,1,2,1,1957,6655.558251888289,West Christopherchester,1,0,4,7599446.014350612
3977,4,2,1,1962,1863.665365267545,Port Tabithaland,0,0,6,2864666.2964046593
1940,2,1,0,1998,7952.595146297686,Lake Joshua,1,1,4,8506994.057846848
4031,2,1,1,1959,7268.956083646381,Meganport,0,1,2,8237526.253941777
2288,4,1,0,1952,7627.221044870837,Chelseaborough,0,0,3,8333335.860933217
4718,3,3,0,1977,9689.292714330075,Kellyberg,1,1,8,10860912.896233436
2679,3,1,0,1976,6855.040421243215,Debrastad,0,0,2,7456644.599308419
4090,5,2,1,1960,8096.971722001932,Williamborough,0,0,5,9111163.94670591
4814,1,3,0,1961,1767.7408661233717,South Tannerburgh,0,1,7,2940725.8431912744
3693,5,3,1,1956,9487.815600714144,Brownshire,0,1,4,10410517.621281032
1625,2,2,1,1991,2967.1560475522747,West Jacob,1,0,9,3474595.933573185
4570,4,1,0,1959,5437.457326472789,Port Wesleyview,1,0,3,6495852.208753944
1138,1,3,1,2010,9613.849415950557,Lake Bonnie,1,0,8,10055257.248720674
4708,4,2,0,2013,2614.271865906975,South Jeffery,0,1,7,3721452.1439887537
3763,1,1,0,1977,1319.5629234549494,Jonesland,1,0,2,2196699.6994540193
4644,2,3,0,1975,3673.577729476427,Johnsonville,1,0,10,4751988.802417191
1761,2,3,2,2001,2407.379989024544,West Darlene,1,0,2,2890932.4263112163
2833,1,3,1,1953,7012.273623895711,Charlesport,0,0,7,7679934.347979664
4596,3,3,2,1971,3505.371562805135,Reyesbury,0,1,5,4537458.746438167
4979,1,3,2,1959,1565.5538454858988,Lopezshire,1,0,6,2820014.171600437
3302,2,1,1,1953,9037.211736649084,Mcdowellview,1,1,3,9927637.105407406
4156,4,2,1,1956,1445.2736935351052,New Brentborough,1,1,5,2540562.1157643395
4529,5,3,0,2012,3441.440936388711,Richardmouth,0,1,4,4489803.373018888
2555,4,2,2,2016,3162.6497793720555,Dixonhaven,0,0,1,3767304.8726109574
4633,2,2,1,1979,1211.5608029064795,New Daniel,1,0,10,2341454.471174153
1675,4,2,0,1970,2487.0943670814977,Jenningshaven,1,0,2,2866986.0635911846
1091,3,1,1,1997,8333.640471176945,New Ray,1,0,8,8681214.532503676
4671,3,2,1,1966,1337.752776821927,East Rachelmouth,1,1,10,2494148.940884912
2092,1,2,0,2016,1209.0455018668429,South Troyville,1,1,6,1657558.114912335
1036,4,2,1,1958,6706.190937373244,Caldwelltown,0,0,10,7103151.583958206
4836,4,3,0,1989,1800.29606963878,Mooremouth,1,0,9,2909848.677015207
2787,2,3,2,2008,4344.210815951108,East Derrick,0,1,10,5074299.304208282
3187,1,2,0,2018,1019.2739861948176,Lake Arthurbury,0,0,7,1749969.057553022
3914,1,1,1,1990,4261.419021188526,Port Joshua,0,1,2,5093308.853958937
4964,4,3,2,2017,3862.3760565145935,Hillland,1,0,1,5083001.858248728
3727,5,3,2,1997,6514.304160074036,Frankchester,1,0,9,7400751.564710348
4637,4,2,0,2010,5491.86160062394,Smithton,0,1,2,6568269.201940089
4969,4,2,0,1954,7106.726155733583,East Johnathan,0,0,9,8310361.6543515185
2201,4,1,0,1956,9422.701401328926,Lake Williammouth,0,1,4,10087156.085159454
4880,3,3,2,1955,8156.560174368259,Lake Diane,1,1,4,9274632.523308929
2836,1,2,0,1978,9401.956522425431,Williamsburgh,1,1,9,10224464.530569004
2894,3,3,1,2000,1488.031740168942,Millermouth,0,0,9,2138604.3232914875
4689,5,2,2,1977,9913.050951469757,Hillfort,0,1,2,11092648.767375438
1136,2,2,0,2006,3898.534836045635,Arroyostad,0,1,2,4299399.0417930065
3237,5,1,2,2012,3490.461763520904,Port Annaborough,1,1,2,4396099.331595832
2663,1,3,1,1987,4631.694296083161,North Alfred,0,0,9,5373145.32870559
3389,2,3,1,1998,8049.715113169057,Tinaport,1,0,3,8797082.322834613
2582,5,2,1,1961,9588.56277029709,Zacharyhaven,0,0,1,10265724.664485905
4076,1,1,0,1994,5988.121081359491,South Jenniferfort,0,0,2,6929484.632068174
1971,5,1,0,1994,2389.4863357627564,New Margaretstad,0,0,7,2903998.3486100705
4328,2,1,2,1954,2926.4887099776033,Port Benjaminfurt,0,0,1,3893850.667804174
4883,2,3,0,2014,4648.343859988089,Diazberg,1,1,6,5832108.86241556
1661,5,2,2,1984,4291.814803837473,East Angela,0,1,6,4775813.379698782
4877,3,2,0,1984,3144.4300034243215,North Jenniferland,1,0,7,4271226.618893831
3290,5,1,1,1980,8652.053968259492,Lake Johnview,0,0,1,9405937.435632247
2810,5,1,0,1985,3521.012045280829,South Brent,1,1,8,4255257.288703532
4791,5,1,0,1989,6334.778357903784,South Adrianland,0,0,8,7383904.098059527
1414,3,3,0,1989,5313.724805692528,Pinedafurt,0,1,2,5768429.221983465
4698,4,2,1,2010,9311.141860747555,Jerryshire,1,0,9,10464912.034104982
3754,2,1,2,1961,6660.283596386529,East Janet,0,1,3,7584445.620355486
1342,1,1,0,1962,3988.8411486112627,Haneyborough,1,0,6,4463436.084963815
3729,2,2,1,1979,6748.226170240133,East Mary,1,1,3,7751069.951408271
4450,2,3,0,1989,3870.1587613388333,South Tamara,1,0,4,4946523.266118335
4665,4,3,0,1966,1817.8264063621339,East Cheryl,0,1,7,2946307.144268198
4737,2,3,1,1971,5366.852546547965,Port Tara,0,0,3,6539089.254326387
3700,2,2,0,2005,8741.783631773837,Crystalfort,0,0,3,9641466.320810052
4897,3,3,0,2011,9182.628551633856,Murphymouth,1,1,1,10370666.783432297
1145,3,1,0,2006,5893.678383923908,East Ambertown,0,0,6,6190142.2645080555
1322,3,3,0,1964,7295.714890672949,Ericmouth,1,1,1,7747957.96058301
3169,3,2,0,2003,6496.222063129409,East Dennishaven,1,1,2,7242289.193212214
2275,3,3,1,1965,8297.423475473386,Maryton,0,1,1,8920145.48935007
2878,1,2,1,1973,1929.0220203865283,Martinview,1,1,9,2734096.112099196
4970,4,2,0,1974,4612.348401364925,Brianville,0,1,5,5806969.387030401
3358,5,3,0,1995,3277.726573623412,West Kirktown,1,0,8,4032973.9554661545
1600,3,1,2,2004,1059.1830605667412,Karinaview,0,1,9,1509402.613849882
1474,4,2,1,1950,8469.27910182219,Alishahaven,1,0,1,8925446.283338089
3617,5,3,0,1999,2207.6709672951324,Lake Allenfurt,1,0,6,3054566.6596269095
2515,2,2,2,1999,3910.3787898050914,Aliside,1,1,8,4520832.70542782
1574,2,3,1,1982,8801.890423902341,Davidport,0,0,6,9323352.308925143
1346,4,1,2,2020,7491.857821801023,Davisfurt,0,1,7,7898996.192000299
3867,1,2,2,1977,6109.41941320411,Briannaburgh,1,0,3,7071962.273869394
2510,1,1,0,1981,3792.4078282819664,Port Mark,1,0,8,4348053.712377954
4544,4,1,0,1957,5637.899576442868,Justinshire,1,0,1,6677600.810247759
1381,1,1,1,1993,1506.1405913564886,Mooreville,1,0,6,1886529.582984482
2303,1,1,2,1977,7545.67702848435,Newtonport,1,0,5,8159825.186608722
1071,2,1,2,2016,3135.8409409093492,South Sharon,0,0,8,3475079.547006794
3568,1,3,0,1956,5312.802204286337,Meyermouth,1,1,4,6141330.187474559
4437,1,1,1,1955,1850.2275853348076,East Michaelmouth,1,1,5,2876710.5655048275
3980,4,3,0,1994,7397.0917150051,Maryland,0,0,6,8364241.58091072
2117,1,1,1,1963,9062.48198013326,Jasonland,1,0,6,9617337.983017465
2396,3,1,2,1994,5103.427099985734,Hunterville,1,0,7,5775789.777885092
3386,3,2,1,2008,1749.0292948163544,Port Christopherview,1,0,5,2545073.254318938
4508,4,3,2,1989,9505.673761035228,Davidmouth,0,0,9,10635661.211863736
2359,3,1,1,1995,5023.443942353497,East Andreachester,0,0,6,5663739.23303724
1663,2,1,0,2008,1723.0550975649228,Kaufmanton,1,0,4,2206781.369300477
2515,4,1,0,1986,2695.844021598851,Lake Raymond,1,1,1,3364181.2541940305
4988,1,3,0,2017,2078.6021285555366,Richardsonchester,0,0,3,3184890.685041445
2891,3,3,1,2014,2777.728026841556,New Jenniferstad,0,1,9,3495659.5243423013
1039,2,3,2,1977,2402.0763219784512,East Johnathan,1,1,3,2817785.0074645965
2382,4,2,0,1990,9305.898566079788,South Joshuafort,0,1,5,9957746.256241987
3030,4,2,1,1964,2881.6688091650317,North Stevenstad,0,0,1,3726268.4488214767
3621,1,1,1,1988,4977.699973772167,Port Matthew,1,0,3,5885810.373996102
2277,5,3,0,2015,7568.9101349197845,Alexmouth,1,1,6,8191935.446045746
1965,3,3,0,1977,7092.758164713218,Watsonchester,1,1,9,7625722.274805534
3628,2,2,0,1980,9608.195700860288,West Sharon,1,1,8,10477081.579059653
4469,4,1,0,1961,9694.266065596283,Lake Ryanmouth,1,0,8,10668409.6260812
4828,3,3,1,1962,6136.25044176851,Matthewshire,1,1,8,7355476.30177186
2900,2,3,2,1952,7770.735446881586,Lake David,0,1,5,8529616.184009135
3217,2,1,2,2012,4474.407442265557,Watsonshire,0,1,7,5205240.368799762
4761,4,2,1,1978,4863.250802276012,East Gregory,1,0,9,6005118.264188647
1700,3,2,2,2013,1939.3428878427007,Gregoryburgh,1,1,4,2446256.4784557316
1510,2,3,1,2015,7060.77581286133,Sanchezbury,0,0,4,7508441.164294898
2283,4,1,1,1999,3435.4782630406426,Brianhaven,1,0,2,3958660.782610898
1583,3,1,1,1966,1718.7518129476496,Davidsonchester,0,0,9,2140630.312715578
1983,3,1,2,2005,1884.0780564726963,Tommyfurt,1,0,3,2503049.115808653
1458,4,3,1,1956,7501.392519836566,New Jorgeville,0,1,5,7955751.273896294
3576,3,2,1,1985,3060.344503176781,East Kenneth,0,1,5,3974568.7679921105
2905,5,2,0,1989,7929.867726042441,Jamieport,1,1,9,8672395.959737703
3388,2,2,0,1950,9153.280011303656,Johnsonland,1,0,4,9992130.515250914
3104,2,2,2,1991,4067.6390671700137,Collinsshire,0,1,10,4811820.856735412
3265,3,2,0,1985,8144.884664229108,Maryborough,1,1,3,9026205.430029882
3666,4,3,0,1988,4858.743896005994,North Jonathanberg,1,1,1,5727309.165933009
1815,1,3,0,1950,7949.950387917942,Kevinland,0,1,10,8345925.974692939
4756,3,2,1,2012,3760.5076450576958,Gallegoshaven,1,1,4,4853575.026900384
3778,1,2,0,2005,9383.383193068934,East Kristaburgh,1,0,2,10255075.32662374
3511,3,3,2,1980,9884.859206530213,Port Jamesview,1,0,7,10767928.44708133
1246,1,2,1,1950,4475.37634101317,Smithland,1,1,8,4873918.086612555
1729,3,2,2,1990,2790.344840302121,Tylerport,1,0,2,3367082.659250339
3420,4,2,2,1960,7167.977787034661,West Jennifer,1,1,10,8089787.68054103
1416,1,1,2,1955,6252.3485446382165,Port Samantha,1,1,4,6728366.014172434
2054,5,2,2,2000,9923.210750081607,New Daniel,0,1,1,10514136.544996414
1367,4,1,2,2013,8304.347590650646,Meganfurt,0,1,1,8745948.006352
3606,3,2,0,1969,8515.941728097867,Manuelland,1,0,7,9535305.865961906
4717,1,2,0,1953,7538.323690291434,West Amberport,0,1,2,8626893.638977837
1107,2,3,2,1988,4157.1012052857595,Wernerport,0,1,8,4565914.574057954
3631,4,3,2,1996,9422.582052290407,Wilsonchester,1,0,10,10288250.782672022
1838,1,3,0,1971,5191.031330024059,New Edwardberg,1,0,9,5719293.077718327
1417,4,1,2,1991,4594.989897534273,Coxchester,1,1,7,5130502.198204619
2643,1,1,0,1984,2748.1135961569507,Port Markfurt,0,1,1,3452763.1455694963
1820,2,2,2,1974,3735.613292067198,Port Jerrybury,1,0,3,4387121.130427974
2421,5,1,2,1952,1020.2920658380217,Vanessaland,1,0,4,1736817.0079223965
4343,2,3,1,2000,6939.141462198248,Miguelshire,1,1,8,7998917.639472836
1682,3,1,2,1961,6449.199257904546,New Scottton,0,0,10,6942697.247575213
4187,4,2,1,1963,4627.298633660317,Dianemouth,0,0,7,5600574.105366033
4912,5,1,2,1989,9703.96516357123,Gaineschester,1,0,2,10926231.896264324
4657,4,3,1,1981,7237.955854629936,Lake Zachary,1,0,7,8332433.77631655
1255,1,2,0,1999,3184.445871276482,Tateport,1,1,10,3565551.8147604265
4152,3,1,2,2017,4408.315694783255,New Laura,0,0,4,5405112.429871649
3827,3,2,0,1978,5642.197814313949,East Tiffanyshire,1,0,7,6539985.288853289
4199,4,2,1,1980,5908.177624652963,West Maryberg,0,1,6,6932507.43912215
1837,3,1,1,1973,3480.7182403605157,Lake Javierchester,1,1,5,4154322.2128581316
3962,4,2,1,1960,3244.9625118951153,Jonesland,1,0,2,4232232.331287555
3282,1,1,1,1979,3694.8109720904886,Dominiqueshire,1,1,10,4366771.7806003895
1552,1,3,0,1968,9670.176630663831,Cooktown,1,1,10,10208206.819616958
1180,4,3,1,1985,4235.725747026714,Thompsonfurt,0,1,4,4622688.293004415
1156,2,1,2,1955,4367.281694442877,Sharonport,1,1,7,4768173.45656546
2477,2,1,1,1951,7482.197929097214,Whiteport,1,1,5,8128035.273821782
1570,1,2,0,1968,2464.8312291015845,West Ashlee,0,1,3,2961312.5697066532
1856,5,1,0,1995,6788.468562783076,Port Cody,1,1,9,7281396.063656708
2784,2,2,2,1989,6995.16945257076,East Marcusshire,1,1,3,7737975.103043993
2727,4,3,0,1967,1580.6343557784119,Benjaminport,0,0,10,2367111.987066338
2047,1,1,1,1985,2709.506784813896,Lake Maureenfurt,0,0,10,3224731.7155303257
2496,3,3,2,1995,5198.419015503917,Morashire,0,0,6,5819582.184362226
2423,3,1,2,2005,8518.756894096896,Port Michael,1,0,8,9147717.300913397
3995,2,3,0,2001,7591.0893890073385,South Rachel,1,0,4,8457860.476608299
1591,5,1,2,2003,8861.059867242258,Ronaldburgh,1,1,2,9384513.859675296
3181,2,1,1,2005,8659.057475949166,North Sharonhaven,0,0,7,9477089.524339357
1420,5,2,1,1969,5603.518132417895,Lake Gary,1,0,1,6041629.402494378
3260,2,2,0,1950,6600.55397458152,Macdonaldborough,0,0,8,7343873.446023661
3947,3,1,1,1972,9287.191850926622,Port Christy,0,1,9,10238546.835017359
3529,5,2,1,1987,7669.654606991536,Joseland,0,0,10,8513823.0258864
1347,3,1,0,1969,4220.890058536128,Port Jessicahaven,1,1,10,4638388.9414783325
1165,4,1,1,1953,4153.249614916301,Paulshire,1,0,8,4604442.781439686
1936,4,3,0,2018,4299.599117780582,Port Richard,0,1,9,4835265.592025755
1347,1,2,0,1955,5456.828661578408,South Julia,0,1,2,5845524.383977214
3896,3,2,0,2012,4262.392059715503,Port Patriciabury,0,0,4,5202826.693882819
1397,3,3,2,1950,2687.581193557788,Richardsontown,0,1,3,3112918.2616197285
1582,1,1,1,2012,6354.271709084721,Allenton,0,0,3,6802662.134974046
3773,4,2,1,2003,8822.892473430818,Andrewbury,1,0,8,9839663.463200077
4506,4,1,1,2018,5432.936164270874,South Dennis,0,1,10,6455864.175930136
2600,5,2,0,1992,2972.3390024613473,Bradfordton,1,1,3,3750428.260407815
4292,5,2,0,1954,8317.453258700061,Lake Christopherhaven,0,1,7,9390726.686853359
1307,4,1,1,2019,7801.697934535125,Lake Natalie,0,0,1,8093776.085751158
4038,2,1,1,2015,7301.955008896136,Kennethton,0,0,10,8225103.382499009
3845,3,2,1,1959,7072.5197027580025,West Margaret,0,1,3,7950822.6637759255
4768,5,3,1,1985,8040.467906152286,East James,0,0,4,9205327.153562795
3766,2,3,2,1984,8472.366506803908,Kimberlyburgh,1,0,3,9425894.1015958
3513,5,3,0,1994,9083.826883299798,Amandaton,1,1,3,10019158.298248028
1098,1,3,2,1972,6489.380774372282,Maureentown,0,1,2,6969258.600689463
2265,3,3,1,2011,4542.335228934405,Alyssastad,1,1,2,5157651.990460366
1157,5,1,0,1996,1809.066314933161,Emilyburgh,0,0,8,2156277.2310743504
3657,4,2,2,1965,7501.7476905157,Millerview,1,1,1,8446589.36562065
1553,1,3,2,1986,2270.8682746502245,West Donnabury,1,1,7,2703191.740510027
1650,1,2,0,1991,8816.678453219356,Thomasfort,0,0,9,9276082.232490681
4866,4,1,2,1984,4652.871726284604,East Deborah,0,0,1,5781021.494527738
3967,1,2,1,1989,8885.22921255547,Carolineshire,1,0,6,9928417.527645305
3274,3,1,2,1965,5666.271669040572,Jenniferville,0,0,7,6493759.340952318
3470,5,2,2,2018,5081.347993532175,Jensenberg,0,1,2,5933540.450071267
4143,1,2,1,1960,4272.130022421385,Cristinamouth,1,0,3,5327781.490229182
3290,3,1,1,2000,1552.1235354667424,Lake Tracey,1,0,10,2336130.4337906195
3577,4,2,2,1999,1103.7515923562453,Hayesborough,1,0,5,1969958.9840214325
4660,5,1,1,2016,5578.20349204934,Port Justinmouth,1,0,9,6711878.646783082
2068,4,2,0,2016,9109.969005084069,North Rebecca,1,1,1,9649064.020087902
2495,5,2,0,2014,6274.9910076527285,North Elizabeth,0,1,10,6950198.95134827
3418,1,3,1,1961,8761.400900182582,West Marco,0,0,10,9532780.260638783
2878,1,2,1,1956,9997.788001482288,West Angela,0,0,2,10771690.90246504
